STANOX,LOCATION,STANME
3324,"ROSYTH DOCK (FLHH)","RSYTHDK Y"
3326,"INVERKEITHING NORTH JUNCTION",INVKTHNJN
3326,"INVERKEITHING NORTH CURVE",INVKTHNJN
3328,"INVERKEITHING CENTRAL JUNCTION",INVKTHCJN
3329,"INVERKEITHING YARD",INVKTHGYD
3329,"INVERKEITHING G.L.",INVKTHGYD
3331,"INVERKEITHING STN",INVRKEITH
3333,"INVERKEITHING SOUTH JUNCTION",INVKTHSJN
3334,"INVERKEITHING EAST JUNCTION",INVKTHEJN
3335,"ROSYTH DOCK",RSYTHDKJW
3336,"INVERKEITHING UPL",INVKTHUPL
3337,"ROYSTH DOCK","ROSYTH DK"
3338,"NORTH QUEENSFERRY STN",NQUENSFRY
3339,"ROSYTH DOCKYARD",RSYTHDKYD
3340,"ROSYTH DOCKYARD",RSYTHDKY
3341,"CROMBIE CHARLESTOWN",CROMBIE
3342,"CHARLESTOWN JUNCTION",CHARLSTJN
3343,"LONGANNET POWER STATION",LONGANTSP
3344,"LONGANNET POWER STATION (FLHH)",LONGANTPS
3345,"KINCARDINE POWER STATION",KINCARDNE
3346,"LONGANNET POWER STATION",LONGANNET
3347,"LONGANNET SIGNAL BOX",LONGANTSB
3348,"KINCARDINE LEVEL CROSSING","KNCRDN LC"
3373,"ALLOA LOOP","ALLOA LP"
3375,"ALLOA STN",ALLOA
3377,"CAMBUS LOOP","CAMBUS LP"
3381,"MANOR POWIS","MANOR POW"
3383,"MENSTRIE GLENOCHIL DISTILLERY",MENSTRIE
3395,"CAUSEWAY JUNCTION STIRLING",CAUSEWYJ
3401,"STIRLING STN",STIRLING
3402,"STIRLING MIDDLE",STIRLSDG
3403,"STIRLING NORTH",STIRLMIDL
3404,"STIRLING S&D LINES",STIRLS&D
3405,"STIRLING SIDINGS",STIRLGSDG
3406,"STIRLING U.P.L.",STIRLUPL
3419,POLMAISE,POLMAISE
4000,"LNW TRA 2","LNW RTE 2"
4009,"BATHGATE YARD","BGATE YD"
4010,"BATHGATE STN",BATHGATE
4012,"BATHGATE (STVA)",BATHGTE
4013,"BATHGATE (STEELE)","BATHGTE S"
4023,"CARMONDEAN JUNCTION",CARMONDNJ
4023,"CARMONDEAN JN SIG EN581",CARMONDNJ
4025,"LIVINGSTON NORTH STN",LIVGSTONN
4028,"UPHALL STN",UPHALL
4030,"CAWBURN JUNCTION","CAWBURN J"
4032,"NEWBRIDGE JUNCTION","NEWBGE JN"
4033,NEWBRIDGE,NEWBDGECE
4034,"NEWBRIDGE JUNCTION DPL",NEWBDGEPL
4039,"EDINBURGH PARK STN","EDIN PARK"
4086,"FAULDHOUSE STN",FAULDHSE
4088,"BREICH STN",BREICH
4090,"ADDIEWELL STN",ADDIEWELL
4097,"SLATEFORD SIGNAL ES974",SLATFD974
4098,"SLATEFORD SIGNAL ES975",SLATFD975
4099,"WEST CALDER DOWN REFUGE SDG","WCLDR DRS"
4100,"WEST CALDER SIGNAL EJ994",WCLDRS994
4101,"WEST CALDER STN",WESTCALDR
4102,"LIVINGSTON SOUTH STN",LIVGSTONS
4103,"SLATEFORD CARRIAGE SIDINGS","SLATFD CS"
4104,"SLATEFORD SIGNAL ES972",SLATFD972
4105,"SLATEFORD STN",SLATEFORD
4106,"SLATEFORD JN","SLATFD JN"
4107,"SLATEFORD YARD",SLATEFDYD
4108,COBBINSHAW,COBBINSHW
4109,"MIDCALDER JN UP REFUGE SIDING",MIDCLDURS
4110,"MIDCALDER JUNCTION GOODS LOOP",MIDCLDRGL
4111,"MIDCALDER JN",MIDCLDRJN
4112,"KIRKNEWTON STN",KIRKNEWTN
4113,"KAIMES QUARRY SIDINGS",KAIMESQUS
4113,"KAIMES GROUND FRAME",KAIMESQUS
4114,"CURRIEHILL STN",CURRIEHIL
4115,"MIDCALDER JUNCTION SIG EJ991",MIDCLJ991
4116,"WESTER HAILES STN","WESTER HA"
4118,"KINGSKNOWE STN",KINGSKNOW
4119,TORPHIN,TORPHIN
4120,AUCHENGRAY,AUCHEGRAY
4121,"COBBINSHAW SIG EJ712         ",CBBNSW712
4122,"COBBINSHAW SIG EJ713         ",CBBNSW713
4201,"DALMENY STN",DALMENY
4202,"DALMENY UP SIDING",DALMENYUS
4203,"DALMENY JUNCTION",DALMENYJN
4204,"DALMENY UP PASSENGER LOOP",DALMNYUPL
4205,"DALMENY DOWN PASSENGER LOOP",DALMNYDPL
4211,"SOUTH GYLE STN",SOUTHGYLE
4221,"HAYMARKET WEST JUNCTION",HAYMKTWJN
4222,"HAYMARKET DOWN REFUGE SIDING",HAYMKTDRS
4225,"HAYMARKET CENTRAL JUNCTION",HAYMKTCJN
4226,"GORGIE BRANCH SIGNAL EH530",HMKTEH530
4230,"HAYMARKET DEPOT",HAYMKTDPT
4230,"SIGNAL EH527",HAYMKTDPT
4231,"HAYMARKET SIGNAL E907","HMKT E907"
4233,"HAYMARKET CARRIAGE SIDINGS","HAYMKT CS"
4234,"HAYMARKET EAST JUNCTION",HAYMKTEJN
4235,"HAYMARKET STN",HAYMARKET
4236,"HAYMARKET NORTH GOODS LOOP",HAYMKTNGL
4238,"HAYMARKET SIGNAL EH911",HAYMEH911
4239,"HAYMARKET SIG EG911",HAYMKT911
4291,"EDINBURGH PRINCES ST GARDENS","PRNCSST G"
4302,"EDINBURGH NORTH LOOP SIDING","EDIN  NLS"
4303,"EDINBURGH STN",EDINBURGH
4307,"EDINBURGH SIGNAL EW815","EDIN S815"
4308,"ABBEYHILL TURNBACK SDGS",ABBYHILTB
4309,"ABBEYHILL JN",ABBYHILLJ
4408,"POWDERHALL REFUSE SIDINGS",POWDERHAL
4409,"POWDERHALL REFUSE SIDINGS",POWDRHAL
4517,"CRAIGENTINNY JN",CRAIGNTJN
4518,"CRAIGENTINNY PORTOBELLO SDGS",PBELLOSDG
4521,CRAIGENTINNY,CRAIGNTNY
4522,"CRAIGENTINNY (FLHH)",CRAIGTNNY
4601,"LEITH SOUTH (DBS)",LEITHSTHE
4602,"LEITH SOUTH (FLHH/LAFARGE)",LEITHSTHF
4608,"LEITH SOUTH (STORAGE SVCS)",LEITHSTHS
4612,"LEITH DOCKS (FORTH PORTS AUTH)",LEITHDKSF
4613,"LEITH DOCKS (GATX)",LEITHDKSG
4614,"LEITH DOCKS (SAI)",LEITHDKSS
4615,"LEITH DOCKS (LAFARGE)",LEITHDKSL
4616,"LEITH DOCKS (GBRF)",LEITHDKGB
4635,"BRUNSTANE STN",BRUNSTANE
4637,BAILEYFIELD,BAILEYFLD
4638,"JOPPA STRAIGHT PORTOBELLO","JOPPA STR"
4639,PORTOBELLO,PORTBELLO
4641,"PORTOBELLO JUNCTION","PBELLO JN"
4651,"NIDDRIE NORTH JUNCTION",NIDDRIENJ
4655,"NIDDRIE SOUTH JUNCTION",NIDDRIESJ
4657,"NIDDRIE WEST JUNCTION",NIDDRIEWJ
4682,NEWINGTON,NEWGTON
4684,DUDDINGSTON,DUDDNGSTN
4685,"MORNINGSIDE ROAD",MORNGSDRD
4689,"CRAIGLOCKHART JUNCTION",CRAIGLORT
4701,"GORGIE JUNCTION","GORGIE JN"
4702,"TWEEDBANK SIG EMB244        ",TWEEDB244
4703,"BOWLAND JN                  ",BOWLANDJN
4704,"GALABANK JN                 ",GALABANKJ
4705,"TYNEHEAD JN                 ",TYNEHEADJ
4706,"FUSHIEBRIDGE JN             ",FUSHIEBGJ
4707,"KINGS GATE JN               ",KINGSGTEJ
4708,"NEWCRAIGHALL SOUTH JN       ",NEWCRGHSJ
4709,ESKBANK,ESKBANK
4710,GOREBRIDGE,GOREBRDGE
4711,NEWTONGRANGE,NEWTNGRNG
4712,SHAWFAIR,SHAWFAIR
4713,STOW,STOW
4714,TWEEDBANK,TWEEDBANK
4715,GALASHIELS,GALASHLS
4716,"NEWCRAIGHALL TURNBACK SIDING",NEWCRGHTB
4718,"NEWCRAIGHALL STN",NEWCRAIGH
4719,"MILLERHILL YARD REPAIR POINT",MILHLYDRP
4720,"MILLERHILL YARD","MILHIL YD"
4720,MILLERHILL,"MILHIL YD"
4722,"MILLERHILL RECEPTION","MHILL REC"
4723,"MILLERHILL WAGON REPAIR DEPOT","MHILL WRD"
4724,"MILLERHILL LOCO FP",MILLRHLFP
4725,"MILLERHILL EAST JUNCTION","MILHIL EJ"
4727,"MILLERHILL ELECTRIFICATION DPT","MHIL ELEC"
4728,"MILLERHILL SIGNAL EH24",MILLHLS24
4729,"MILLERHILL ROYAL SCOTSMAN",MILERHLRS
4730,"MONKTONHALL JUNCTION",MNKTNHALJ
4731,"MONKTONHALL COLLIERY",MNKTNHALL
4732,"MILLERHILL SIG 23         ",MILLHLS23
4803,"MUSSELBURGH STN",MUSSELBGH
4806,"DREM SIG EF822","DREM 822"
4807,"COCKENZIE SIGNAL EA833",CKNZIE833
4808,"COCKENZIE YARD","CKNZIE YD"
4809,"WALLYFORD STN",WALLYFORD
4810,"PRESTONPANS SIGNAL EA831",PRESTP831
4811,"PRESTONPANS STN",PRESTNPNS
4812,"PRESTONPANS UP SIDING","PRESTP US"
4813,"BLINDWELLS OPENCAST",BLINDWSOC
4814,"COCKENZIE PS TRAIN EXAM POINT",CKNZIETXP
4815,"COCKENZIE POWER STATION",COCKENZIE
4816,"COCKENZIE POWER STATION (FLHH)",COCKEZEPS
4817,"LONGNIDDRY STN",LNGNIDDRY
4818,"DREM SIGNAL EG821","DREM 821"
4819,"DREM SIGNAL EG537","DREM 537"
4820,"DREM UP PASSENGER LOOP","DREM UPL"
4821,"DREM STN",DREM
4822,"DREM UP REFUGE SIDING","DREM URS"
4823,"DREM DOWN PASSENGER LOOP","DREM DPL"
4824,"NORTH BERWICK STN",NTHBERWCK
4825,STENTON,STENTON
4826,"DUNBAR UP SIDING","DUNBAR US"
4827,"DUNBAR STN",DUNBAR
4828,"DUNBAR DOWN SIDING","DUNBAR DS"
4829,"INNERWICK GSP",INNERWICK
4830,"OXWELLMAINS UP",OXMAINUP
4831,"OXWELLMAINS DOWN",OXMAINSDN
4832,"TORNESS POWER STATION",TORNESS
4833,"GRANTSHOUSE UP REFUGE SIDINGS","GRHSE URS"
4834,GRANTSHOUSE,GRANTSHSE
4834,"GRANTSHOUSE D.P.L.",GRANTSHSE
4835,"RESTON UP REFUGE SIDING","RESTN URS"
4836,"RESTON DOWN REFUGE SIDING","RESTN DRS"
4837,"RESTON CROSSOVERS","RESTN GSP"
4838,"MARSHALL MEADOWS SIG EG402/3",MARSHALLM
4838,"MARSHALL MEADOWS NO 403",MARSHALLM
4839,"OXWELLMAINS UP",OXMAINSUP
4840,"OXWELLMAINS CROSSOVER",OXWLMAINS
4841,"OXWELLMAINS DOWN (FLHH)","OXMAIN DN"
4842,COCKBURNSPATH,COCKSBPTH
4843,"OXWELLMAINS DOWN (FLHH)",OXMAINDN
4844,BURNMOUTH,BURNMOUTH
4845,"TORNESS GROUND SWITCH PANEL",TORNESGSP
4846,"MARSHALL MEADOWS ZONE BOUNDARY",MARSHLMZB
4847,"OXWELLMAINS UP (FL)","OXWLUP FL"
5000,"WESSEX TRA"," WESSX RTE"
5002,"PLEAN JUNCTION STIRLING","PLEAN JN"
5007,"LARBERT DOWN GOODS LOOP","LARBT DGL"
5009,"LARBERT STN",LARBERT
5009,"LARBERT NORTH",LARBERT
5011,"LARBERT UP SIDINGS",LARBERTUS
5011,"CE SIDING",LARBERTUS
5015,"LARBERT JUNCTION",LARBERTJN
5017,"CARMUIRS WEST JUNCTION",CARMURSWJ
5019,"CARMUIRS EAST JUNCTION",CARMURSEJ
5020,"GREENHILL UP SIDING","GHIL UPSG"
5021,"GREENHILL UPPER",GREENHLUP
5022,"GREENHILL LOWER",GREENHLLO
5022,"GREENHILL LOWER JN",GREENHLLO
5023,"GREENHILL UPPER DGL",GREENHLDG
5024,"GREENHILL UPPER JN",GREENHLUJ
5025,ROUGHCASTLE,ROUGHCSLE
5026,"GREENHILL SIG GJ347","GHILL 347"
5027,"GREENHILL JUNCTION SIG.GJ360","SIG GJ360"
5029,"GREENHILL SIGNAL GJ414","GHILL 414"
5037,"CAMELON STN",CAMELON
5039,"SWING BRIDGE EAST REFUGE SDG","SWGBGE RS"
5041,"FALKIRK GRAHAMSTON STN",FALKRKGRM
5042,"GRANGEMOUTH JUNCTION",GRNGMTHJN
5045,"GRANGEMOUTH JN SIGNAL GH10",GRNGMJN10
5046,"GRANGEMOUTH JN SIGNAL GH12",GRNGMJN12
5048,"FOULDUBS JUNCTION GRANGEMOUTH",FOULDUBSJ
5051,"GRANGEMOUTH (RIO TINTO ALCAN)","GRANGE MH"
5071,"GRANGEMOUTH (INEOS-CHEMICALS)","GRNGE MTH"
5072,"GRANGEMOUTH (WH MALCOLM)",GRNGOHL
5073,"GRANGEMOUTH (FLT)",GRNGTDG
5074,"GRANGEMOUTH (FLT)","GRANGE M"
5075,"GRANGEMOUTH (INEOS-OIL)","GMOUTH OT"
5076,"GRANGEMOUTH INEOS HOLDING SDGS","GMOUTH HS"
5077,"GRANGEMOUTH TRANSPORT DEV GP","GRANG MTH"
5078,"GRANGEMOUTH TDG SDGS",GMOUTHDRS
5081,"GRANGEMOUTH DOCKS",GRANGMFPA
5082,"GRANGEMOUTH DOCKS (FLT)",GRNGFLT
5083,"GRANGEMOUTH DOCKS (DRS)",GRANGEMTH
5084,"BP GRANGEMOUTH (COLAS)","GMOUTH CR"
5091,"GRANGEMOUTH LOOP","GMOUTH LP"
5091,GRANGEMOUTH,"GMOUTH LP"
5099,"GRANGEMOUTH FREIGHT DEPOT(DBS)",GMOUTHFD
5100,"GRANGEMOUTH FREIGHT DEPOT(DRS)","GMOUTH FD"
5101,"GRANGEMOUTH FD REPAIR SDG","GMTH FDRS"
5109,"FALKIRK HIGH STN","FALKIRK H"
5110,"POLMONT JUNCTION",POLMONTJN
5110,"POLMONT JN SIG P513",POLMONTJN
5111,"POLMONT STN",POLMONT
5112,"POLMONT UPL",POLMNTUPL
5113,"POLMONT DOWN SIDING",POLMONTDS
5114,"POLMONT UPL NORTH",POLMTUPLN
5115,"BO'NESS JN EXCHANGE SDG",BONESSRPS
5115,BO'NESS,BONESSRPS
5116,"BO'NESS DOWN SIDING","BONESS DS"
5117,"BO'NESS JUNCTION","BONESS JN"
5118,"BO'NESS GROUND FRAME","BONESS GF"
5119,"LINLITHGOW STN",LINLITGOW
5120,"LINLITHGOW DOWN REFUGE SIDING",LNTHGWDRS
5121,"LINLITHGOW UP PASSENGER LOOP",LNTHGWUPL
5122,"LINLITHGOW EL 951",LNTHGW951
5125,"WINCHBURGH JUNCTION",WNCHBRGHJ
5126,"WINCHBURGH JN SIG EW947",WNCBRO947
5997,LEACHABHUIDH,LEACHASDH
5998,"MALLAIG GROUND FRAME",MALLAIGGF
5999,"MALLAIG SIDING","MLAIG SDG"
6000,"SUSSEX (AND KENT) TRA","SUSSX RTE"
6001,"MALLAIG STN",MALLAIG
6002,"MORAR STN",MORAR
6003,"ARISAIG DOWN REFUGE SIDING","ASAIG DRS"
6004,"ARISAIG STN",ARISAIG
6005,"BEASDALE STN",BEASDALE
6006,"LOCHAILORT STN",LOCHAILRT
6007,"GLENFINNAN DOWN REFUGE SIDING",GLENFNDRS
6008,"GLENFINNAN STN",GLENFINAN
6009,"LOCHEILSIDE STN",LCHIELSDE
6010,"CORPACH STN",CORPACH
6011,CORPACH,CORPACHPM
6011,"ANNAT SIGNAL BOX & BRANCH",CORPACHPM
6012,"CORPACH (FLT DUP)",CORPCHFLT
6013,"BANAVIE STN",BANAVIE
6014,"LOCH EIL OUTWARD BOUND STN","L EIL OB"
6015,"TOM-LA-FAIRE FORT WILLIAM","FTWIL TLF"
6016,"FORT WILLIAM FLT C&W","FTWIL FLT"
6017,"FORT WILLIAM (FLT DUP)",FTWILLFLT
6018,"FORT WILLIAM STN SIDINGS (FLT)","FTWIL SS"
6019,"FORT WILLIAM JUNCTION",FTWILLMJN
6020,"FORT WILLIAM JUNCTION YARD","FTWIL JYD"
6021,"FORT WILLIAM LOCO FP",FTWILLMFP
6022,"FORT WILLIAM (DCC ENERGY)",FTWILLM
6023,"FORT WILLIAM (BRITISH ALCAN)",FTWILLIAM
6024,"FORT WILLIAM STATION SIDINGS","FTWILM SS"
6025,"FORT WILLIAM STN",FTWILIAM
6026,"SPEAN BRIDGE UP REFUGE SIDING","SBDGE URS"
6027,"SPEAN BRIDGE STN","SPEAN BDG"
6028,"ROY BRIDGE STN","ROY BGE"
6029,"TULLOCH STN",TULLOCH
6030,"TULLOCH UP REFUGE SIDING","TULCH URS"
6031,"CORROUR STN",CORROUR
6032,"CORROUR C.E.",COROURURS
6033,"TYNDRUM UPPER DOWN REFUGE SDG","TYNUP DRS"
6034,"RANNOCH DOWN REFUGE SIDING",RANOCHDRS
6035,"RANNOCH STN",RANNOCH
6036,"GORTON (TAYSIDE)","GRTON CE"
6037,"BRIDGE OF ORCHY STN",BDGOFORCH
6038,"BRIDGE OF ORCHY UP REFUGE SDG",BORCHYURS
6039,"UPPER TYNDRUM STN",TYNDRUMUP
6040,"OBAN SIDINGS","OBAN SDG"
6041,"OBAN STN",OBAN
6042,"GORTON (TAYSIDE)","GRTON TAY"
6043,"FORT WILLIAM BA GROUND FRAME",FTWILBAGF
6044,"FORT WILLIAM R T ALCAN GBRF",FTWILALGB
6046,"CONNEL FERRY STN",CONELFERY
6047,"CONNEL FERRY (SHELL)",CONLFERY
6048,"TAYNUILT STN",TAYNUILT
6049,"TAYNUILT DOWN SIDING",TAYNULTDS
6050,"FALLS OF CRUACHAN STN",FALLCRCHN
6051,"LOCH AWE STN","LOCH AWE"
6052,"DALMALLY UP REFUGE SIDING",DLMLLYURS
6053,"DALMALLY STN",DALMALLY
6054,"CRIANLARICH DOWN SIDING","CRNLRN DS"
6055,"LOWER TYNDRUM STN",TYNDRUMLR
6056,"CRIANLARICH UP SIDING","CRNLRN US"
6057,"CRIANLARICH LOWER",CRNLRCHLR
6058,"CRIANLARICH STN",CRNLARICH
6059,"ARDLUI STN",ARDLUI
6060,"ARDLUI DOWN REFUGE SIDING",ARDLUIDRS
6061,"SUCCOTH VIADUCT",SUCCOTHVD
6062,"GLEN FALLOCH",GLENFALLK
6063,"CRIANLARICH DOWN SDG (COLAS)",CRNLRNDS
6101,"ARROCHAR & TARBET STN",ARROCHAR
6102,"ARROCHAR & TARBET UP REFUGE SG",ARCHARDRS
6103,"GLEN DOUGLAS",GLENDOUGS
6104,"GLEN DOUGLAS",GLENDOUGL
6105,"GARELOCHHEAD STN",GARLCHHED
6106,"GARELOCHHEAD UP REFUGE SIDING","GLCHD URS"
6107,"ARROCHAR & TARBET URS (COLAS)",ARR&TURS
6108,"HELENSBURGH UPPER STN",HLNSBRGHU
6109,"HELENSBURGH CENTRAL STN",HLNSBRGHC
6110,"CRAIGENDORAN DOWN REFUGE SDG",CRGDRNDRS
6111,"CRAIGENDORAN STN",CRGNDORAN
6112,"CRAIGENDORAN JN",CRGNDORJN
6113,"CARDROSS STN",CARDROSS
6114,"CRAIGENDORAN SIG YC963",CRGNDO963
6121,"BALLOCH STN",BALLOCH
6123,"ALEXANDRIA STN",ALEXANDIA
6125,"RENTON STN",RENTON
6134,"DALREOCH STN",DALREOCH
6134,"DALREOCH SIG YD665",DALREOCH
6135,"DUMBARTON CENTRAL DPL","DMBTN DPL"
6135,"SIG YD933","DMBTN DPL"
6136,"DUMBARTON CENTRAL STN","DUMBRTN C"
6137,"DUMBARTON EAST STN","DUMBRTN E"
6138,"DUMBARTON CENTRAL DOWN SIDINGS","DUMBTN DS"
6139,"DUMBARTON SIG YD938",DUMBTN938
6201,"BOWLING (STRATHCLYDE)",BOWLESO
6203,"BOWLING (STRATHCLYDE)STN",BOWLING
6205,"KILPATRICK STN",KILPATRCK
6209,"DALMUIR PARK JUNCTION",DALMUIRPJ
6210,"DALMUIR DOWN SIDING",DALMUIRDS
6211,"DALMUIR STN",DALMUIR
6212,"DALMUIR SIG YY893",DALMUR893
6215,"SINGER STN",SINGER
6217,"DRUMRY STN",DRUMRY
6219,"DRUMCHAPEL STN",DRUMCHAPL
6221,"WESTERTON STN",WESTERTON
6221,"WESTERTON SIG YH530",WESTERTON
6222,"ANNIESLAND STN",ANNIESLD
6222,"ANNIESLAND PLATFORM 3",ANNIESLD
6224,"HYNDLAND NORTH JUNCTION",HYDLDNJN
6230,"KELVINDALE STN",KELVINDLE
6233,"MARYHILL STN",MARYHILL
6234,"MARYHILL PARK JUNCTION",MARYHLPKJ
6236,"SUMMERSTON STN",SUMMERSTN
6239,"GILSHOCHILL STN",GILSHOCHL
6242,"POSSILPARK & PARKHOUSE STN",POSSILP&P
6245,"ASHFIELD STN",ASHFIELD
6301,"MILNGAVIE STN",MILNGAVIE
6303,"HILLFOOT STN",HILLFOOT
6305,"BEARSDEN STN",BEARSDEN
6307,"WESTERTON SIGNAL YR536",WESTTN536
6308,"WESTERTON SIGNAL YR533",WESTTN533
6309,"WESTERTON SIGNAL YR534",WESTTN534
6318,"DALMUIR RIVERSIDE",DALMUIRRS
6331,"ROTHESAY  DOCK",ROTHSAYDK
6345,"CLYDEBANK STN",CLYDEBANK
6347,"YOKER STN",YOKER
6349,"YOKER CARRIAGE SIDINGS","YOKER CS"
6350,"GARSCADDEN STN",GARSCADEN
6351,"SCOTSTOUNHILL STN",SCOTSTNHL
6352,"JORDANHILL STN",JORDANHIL
6353,"HYNDLAND EAST JUNCTION",HYNDLDEJN
6354,"HYNDLAND STN",HYNDLAND
6355,"HYNDLAND LOOP","HYNDLD LP"
6356,"HYNDLAND WEST JUNCTION",HYNDLDWJN
6358,"PARTICKHILL YARD","PARTCK YD"
6359,"PARTICK STN",PARTICK
6361,"FINNIESTON WEST JUNCTION","FINN W JN"
6362,"FINNIESTON EAST JUNCTION","FINN E JN"
6365,"CHARING CROSS GLASGOW STN",CHARINGX
6399,"GLASGOW QUEEN ST LOW LEVEL STN",QUEENSTLL
6401,"GLASGOW QUEEN ST STN",GLWQUEENS
6416,"COWLAIRS NORTH JUNCTION",COWLRSNJN
6419,"COWLAIRS SOUTH JUNCTION",COWLAIRSJ
6420,"COWLAIRS DPL",COWLARDPL
6421,"COWLAIRS WEST JUNCTION",COWLAIRWJ
6421,"COWLAIRS WEST G.L.",COWLAIRWJ
6422,"COWLAIRS SIGNAL BOX",COWLAIRSB
6423,"COWLAIRS EAST JUNCTION",COWLAIREJ
6424,"COWLAIRS DOWN SDGS",COWLAIRDS
6430,"EASTFIELD HS","EFIELD HS"
6432,"EASTFIELD PASSENGER LOOP","EASTFD PL"
6443,"BISHOPBRIGGS STN",BISHPRIGS
6449,"CADDER YD",CADDERYD
6450,"CADDER UP PASSENGER LOOP",CADDERUPL
6451,"CADDER DOWN PASSENGER LOOP",CADDERDPL
6452,"CADDER YARD","CADDER YD"
6453,"CADDER YARD MAINTENANCE POINT",CADDRYDRP
6454,"LENZIE STN",LENZIE
6455,GARTSHORE,GARTSHORE
6455,"GARTSHORE D.P.L.",GARTSHORE
6457,"CROY STN",CROY
6502,"GARTCOSH STN",GARTCOSH
6503,"STEPPS STN",STEPPS
6506,"GLASGOW RENOVTN CTR SPRINGBURN",GLASRENVC
6508,"GLASGOW RENOVTN CTR SPRBN (DRS)",SPRNDRS
6509,SPRINGBURN,SPRNMCP
6511,"SIGHTHILL EAST JUNCTION",SIGHTHEJN
6519,"SIGHTHILL WEST JUNCTION",SIGHTHWJN
6521,"SPRINGBURN STN",SPRINGBRN
6523,"BARNHILL GLASGOW STN",BARNHILL
6525,"ALEXANDRA PARADE STN","ALEXDA PE"
6527,"DUKE STREET GLASGOW STN","DUKE ST"
6530,"BELLGROVE SIGNAL YS783",BELLGR783
6600,"GLASGOW HIGH STREET STN",GLWHIGHST
6600,"SIGNAL 141",GLWHIGHST
6605,"GLASGOW HIGH STREET JUNCTION",GLWHGHSTJ
6701,"BELLGROVE STN",BELLGROVE
6705,"BELLGROVE SIGNAL YS785",BELLGR785
6706,"CARNTYNE STN",CARNTYNE
6707,"SHETTLESTON STN",SHETLESTN
6708,"SHETTLESTON PLANT WORKSHOP","SHETSN PT"
6709,"SHETTLESTON LOOP","SHETSN LP"
6710,"GARROWHILL STN",GARROWHL
6711,"SHETTLESTON YARD","SHETSN YD"
6712,"EASTERHOUSE STN",EASTERHSE
6713,"SHETTLESTON UP","SHETSN UP"
6714,"BLAIRHILL STN",BLAIRHILL
7000,"WESTERN TRA","WESTN RTE"
7001,"WEMYSS BAY STN",WEMYSSBAY
7002,"I.B.M. GREENOCK","IBM GRNOK"
7003,"GREENOCK CONTAINER DEPOT","GNOCK CNR"
7004,"INVERKIP STN",INVERKIP
7005,"BRANCHTON STN",BRANCHTON
7006,"WHINHILL STN",WHINHILL
7007,"WEMYSS BAY JUNCTION",WEMYSSBJN
7008,"DUNROD LOOP","DUNROD LP"
7009,DRUMFROCHER,DRUMFRCHR
7011,"GOUROCK STN",GOUROCK
7011,"GOUROCK STATION (ENGOPS)",GOUROCK
7012,"FORT MATILDA STN",FTMATILDA
7013,"GREENOCK WEST STN",GNOCKWEST
7014,"GREENOCK (UNITED MOLASSES)",GREENOCK
7015,"GREENOCK CENTRAL STN","GNOCK CEN"
7021,"GREENOCK CENTRAL SIDING","GNKCEN SG"
7023,"CARTSDYKE STN",CARTSDYKE
7025,"GREENOCK JAMES WATT DOCK","GNOCK JWD"
7027,LADYBURN,LADYBURN
7028,"BOGSTON STN",BOGSTON
7042,"DEANSIDE (WAGON REPAIRS)",DEANSDE
7043,"SHIELDHALL DEANSIDE",DEANSIDE
7044,"SHIELDHALL DEANSIDE (FLT DUP)","DEANS FL"
7053,"DEANSIDE LOOP",DNSDLP
7099,"LOCHWINNOCH CROSSOVER",LOCHWNHXO
7100,BEITH,BEITH
7101,"LOCHWINNOCH STN",LOCHWNNCH
7102,"HOWWOOD STN",HOWWOOD
7103,"MILLIKEN PARK STN",MILLIKENP
7105,"JOHNSTONE STN",JOHNSTONE
7110,"ELDERSLIE (DBS)","ELDSL DBS"
7111,"ELDERSLIE (FLINER)","ELDSLE FL"
7112,ELDERSLIE,ELDERSLIE
7112,"ELDERSLIE C.E.",ELDERSLIE
7113,"ELDERSLIE UP SIDING",ELDRUPL
7114,"ELDERSLIE UP SIDING (DRS)","ELDSLE US"
7115,"PAISLEY CANAL STN",PASLYCANL
7116,"HAWKHEAD STN",HAWKHEAD
7118,"CROOKSTON STN",CROOKSTON
7118,"CROOKSTON LOOP",CROOKSTON
7119,"MOSSPARK STN",MOSSPARK
7120,"ELDERSLIE SIG PE143",ELDSLE143
7123,"HAWKHEAD PAISLEY",HWKHSHL
7124,"CORKERHILL STN",CORKERHIL
7125,"CORKERHILL CSMD",CORKERHSD
7126,"CORKERHILL DEPOT JUNCTION",CORKERHDJ
7127,"DUMBRECK STN",DUMBRECK
7128,"PORT GLASGOW STN","PT GLASGW"
7129,"WOODHALL STN",WOODHALL
7130,"LANGBANK STN",LANGBANK
7131,"BISHOPTON (MOD)",BISHOPTN
7132,"BISHOPTON STN",BISHOPTON
7136,"PAISLEY ST JAMES STN",PAISLEYSJ
7137,"PAISLEY SIG PG185",PAISLY185
7138,"PAISLEY UP REFUGE SIDING",PAISLYURS
7139,"PAISLEY SIG PG183",PAISLY183
7140,"PAISLEY GILMOUR STREET STN",PAISLEYGS
7141,"PAISLEY SIGNAL P26",PAISLYP29
7142,"WALLNEUK JUNCTION",WALLNEUKJ
7145,"PAISLEY UP & DN GOODS LOOPS",PAISU&DGL
7145,"PAISLEY UP GOODS LOOP",PAISU&DGL
7146,"PAISLEY GALLOWHILL SIDINGS",GALLOWHIL
7147,"ARKLESTON JUNCTION","ARKLST JN"
7148,"ARKLESTON WEST","ARKLST W"
7149,"ARKLESTON EAST","ARKLST E"
